word,definition,English translation,lesson,tags
une conseillère,,consultant; advisor (f.),Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Les métiers;noun
une copain ,,friend (f.),Leçon_1B,Espaces;Unité_1;Leçon_1B;Salut!;Les personnes;noun
une corbeille,,basket,Leçon_1A,Espaces;Unité_1;Leçon_1A;Salut!;Le campus;noun
une corbeille à papier,,wastebasket,Leçon_1A,Espaces;Unité_1;Leçon_1A;Salut!;Le campus;phrase
une côte,,coast,Leçon_14B,Espaces;Unité_14;Leçon_14B;L'espace vert;La nature;noun
une cousine,,cousin (f.),Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;La famille;noun
une couverture,,blanket,Leçon_8A,Espaces;Unité_8;Leçon_8A;Chez nous;Chez soi;noun
une cravate,,tie,Leçon_6B,Espaces;Unité_6;Leçon_6B;Les fêtes;Les vêtements;noun
une critique,,review; criticism,Leçon_15B,Espaces;Unité_15;Leçon_15B;Les arts;noun
une cuillère,,spoon,Leçon_9B,Espaces;Unité_9;Leçon_9B;La nourriture;À table!;noun
une cuillère à café,,teaspoon,Leçon_9B,Espaces;Unité_9;Leçon_9B;La nourriture;À table!;phrase
une cuillère à soupe,,soupspoon,Leçon_9B,Espaces;Unité_9;Leçon_9B;La nourriture;À table!;phrase
une cuisine,,kitchen,Leçon_8A,Espaces;Unité_8;Leçon_8A;Chez nous;Les parties d'une maison;noun
une cuisinière,,"stove; female cook; cook, chef (f.)",Leçon_8B; Leçon_13B,Espaces;Unité_8;Leçon_8B;Chez nous;Les appareils ménagers;noun;Unité_13;Leçon_13B;L'avenir et les métiers;Les métiers
une danse,,dance,Leçon_15A,Espaces;Unité_15;Leçon_15A;Les arts;Aller au spectacle;noun
une danseuse,,dancer (f.),Leçon_15A,Espaces;Unité_15;Leçon_15A;Les arts;Les artistes;noun
une demi-sœur,,half-sister; stepsister,Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;La famille;noun
une dentiste,,dentist (f.),Leçon_3B; Leçon_10B,Espaces;Unité_3;Leçon_3B;La famille et les copains;Professions et occupations;noun;Unité_10;Leçon_10B;La santé
une dépense,,"expenditure, expense",Leçon_12A,Espaces;Unité_12;Leçon_12A;En ville;À la banque;noun
une différence,,difference,Leçon_1A,Espaces;Unité_1;Leçon_1A;Salut!;Le campus;noun
une douane,,customs,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Partir en voyage;noun
une douche,,shower,Leçon_8A,Espaces;Unité_8;Leçon_8A;Chez nous;Chez soi;noun
une douleur,,pain,Leçon_10B,Espaces;Unité_10;Leçon_10B;La santé;noun
une eau,,water,Leçon_4B,Espaces;Unité_4;Leçon_4B;Au café;À table;noun
une eau minérale,,mineral water,Leçon_4B,Espaces;Unité_4;Leçon_4B;Au café;À table;noun
une écharpe,,scarf,Leçon_6B,Espaces;Unité_6;Leçon_6B;Les fêtes;Les vêtements;noun
une église,,church,Leçon_4A,Espaces;Unité_4;Leçon_4A;Au café;Dans la ville;noun
une électricienne,,electrician (f.),Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Les métiers;noun
une élève,,"pupil, student (f.)",Leçon_1B,Espaces;Unité_1;Leçon_1B;Salut!;Les personnes;noun
une émission,,program,Leçon_15B,Espaces;Unité_15;Leçon_15B;Les arts;Le cinéma et la télévision;noun
une émission de télévision,,television program,Leçon_15B,Espaces;Unité_15;Leçon_15B;Les arts;Le cinéma et la télévision;noun
une employée,,employee (f.),Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Au travail;noun
une entrée,,"appetizer, starter",Leçon_9B,Espaces;Unité_9;Leçon_9B;La nourriture;Les repas;noun
une entreprise,,"firm, business",Leçon_13A,Espaces;Unité_13;Leçon_13A;L'avenir et les métiers;La recherche d’emploi;noun
une enveloppe,,envelope,Leçon_12A,Espaces;Unité_12;Leçon_12A;En ville;À la poste;noun
une épicerie,,grocery store,Leçon_4A,Espaces;Unité_4;Leçon_4A;Au café;Dans la ville;noun
une épouse,,spouse (f.),Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;La famille;noun
une équipe,,team,Leçon_5A,Espaces;Unité_5;Leçon_5A;Les loisirs;Activités sportives et loisirs;noun
une espèce,,species,Leçon_14B,Espaces;Unité_14;Leçon_14B;L'espace vert;La nature;noun
une espèce menacée,,endangered species,Leçon_14B,Espaces;Unité_14;Leçon_14B;L'espace vert;La nature;noun
une étagère,,shelf,Leçon_8A,Espaces;Unité_8;Leçon_8A;Chez nous;Chez soi;noun
une étape,,stage,Leçon_6A,Espaces;Unité_6;Leçon_6A;Les fêtes;Périodes de la vie;noun
une étoile,,star,Leçon_14B,Espaces;Unité_14;Leçon_14B;L'espace vert;La nature;noun
une étudiante,,student (f.),Leçon_1A,Espaces;Unité_1;Leçon_1A;Salut!;Les personnes;noun
une expérience professionnelle,,professional experience,Leçon_13A,Espaces;Unité_13;Leçon_13A;L'avenir et les métiers;Qualifications;noun
une exposition,,exhibit,Leçon_15B,Espaces;Unité_15;Leçon_15B;Les arts;noun
une faculté,,university; faculty,Leçon_1A,Espaces;Unité_1;Leçon_1A;Salut!;Le campus;noun
une falaise,,cliff,Leçon_14B,Espaces;Unité_14;Leçon_14B;L'espace vert;La nature;noun
une famille,,family,Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;La famille;noun
une femme,,wife; woman,Leçon_3A; Leçon_1B,Espaces;Unité_3;Leçon_3A;La famille et les copains;La famille;noun;Unité_1;Leçon_1B;Salut!;Les personnes
une femme au foyer,,housewife,Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Les métiers;noun
une femme auteur,,author (f.),Leçon_15B,Espaces;Unité_15;Leçon_15B;Les arts;Les artistes;noun
une femme cadre,,executive (f.),Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Les métiers;noun
une femme d’affaires,,businesswoman,Leçon_3B,Espaces;Unité_3;Leçon_3B;La famille et les copains;Professions et occupations;noun
une femme écrivain,,writer (f.),Leçon_15B,Espaces;Unité_15;Leçon_15B;Les arts;Les artistes;noun
une femme peintre,,painter (f.),Leçon_15B,Espaces;Unité_15;Leçon_15B;Les arts;Les artistes;noun
une femme politique,,politician (f.),Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Les métiers;noun
une femme pompier,,firefighter (f.),Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Les métiers;noun
une femme sculpteur,,sculptor (f.),Leçon_15B,Espaces;Unité_15;Leçon_15B;Les arts;Les artistes;noun
une fenêtre,,window,Leçon_1A,Espaces;Unité_1;Leçon_1A;Salut!;Le campus;noun
une fête,,party; celebration,Leçon_6A,Espaces;Unité_6;Leçon_6A;Les fêtes;noun
une feuille  ,,sheet ,Leçon_1A,Espaces;Unité_1;Leçon_1A;Salut!;Le campus;noun
une feuille de papier ,,sheet of paper,Leçon_1A,Espaces;Unité_1;Leçon_1A;Salut!;Le campus;phrase
une fiancée,,fiancé (f.),Leçon_6A,Espaces;Unité_6;Leçon_6A;Les fêtes;Les relations;noun
une fièvre,,fever,Leçon_10B,Espaces;Unité_10;Leçon_10B;La santé;noun
une fille,,daughter; girl,Leçon_3A; Leçon_1B,Espaces;Unité_3;Leçon_3A;La famille et les copains;La famille;noun;Unité_1;Leçon_1B;Salut!;Les personnes
une fleur,,flower,Leçon_8A,Espaces;Unité_8;Leçon_8A;Chez nous;Chez soi;noun
une fois,,one time; once,Leçon_5A; Leçon_8B,Espaces;Unité_5;Leçon_5A;Les loisirs;La fréquence;adverb;Unité_8;Leçon_8B;Chez nous;Expressions that signal a past tense
une fontaine,,fountain,Leçon_12B,Espaces;Unité_12;Leçon_12B;En ville;Retrouver son chemin;noun
une forêt,,forest,Leçon_14B,Espaces;Unité_14;Leçon_14B;L'espace vert;La nature;noun
une forêt tropicale,,tropical forest,Leçon_14B,Espaces;Unité_14;Leçon_14B;L'espace vert;La nature;noun
une formation,,education; training,Leçon_13A,Espaces;Unité_13;Leçon_13A;L'avenir et les métiers;Qualifications;noun
une fourchette,,fork,Leçon_9B,Espaces;Unité_9;Leçon_9B;La nourriture;À table!;noun
une fraise,,strawberry,Leçon_9A,Espaces;Unité_9;Leçon_9A;La nourriture;Les fruits;noun
une gare,,train station,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Partir en voyage;noun
une gare routière,,bus terminal,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Partir en voyage;noun
une gérante,,manager (f.),Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Les métiers;noun
une grand-mère,,grandmother,Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;La famille;noun
une histoire,,story,Leçon_15B,Espaces;Unité_15;Leçon_15B;Les arts;Le cinéma et la télévision;noun
une horloge ,,clock,Leçon_1A,Espaces;Unité_1;Leçon_1A;Salut!;Le campus;noun
une hôtelière,,hotel keeper (f.),Leçon_7B,Espaces;Unité_7;Leçon_7B;En vacances;Faire une réservation;noun
une hôtesse,,hostess,Leçon_6A,Espaces;Unité_6;Leçon_6A;Les fêtes;noun
une île,,island,Leçon_14B,Espaces;Unité_14;Leçon_14B;L'espace vert;La nature;noun
une imprimante,,printer,Leçon_11A,Espaces;Unité_11;Leçon_11A;La technologie;L'ordinateur;noun
une infirmière,,nurse (f.),Leçon_10B,Espaces;Unité_10;Leçon_10B;La santé;noun
une invitée,,guest (f.),Leçon_6A,Espaces;Unité_6;Leçon_6A;Les fêtes;noun
une jambe,,leg,Leçon_10A,Espaces;Unité_10;Leçon_10A;La santé;Le corps;noun
une joue,,cheek,Leçon_10A,Espaces;Unité_10;Leçon_10A;La santé;Le corps;noun
une joueuse,,player (f.),Leçon_5A,Espaces;Unité_5;Leçon_5A;Les loisirs;Activités sportives et loisirs;noun
une journaliste,,journalist (f.),Leçon_3B,Espaces;Unité_3;Leçon_3B;La famille et les copains;Professions et occupations;noun
une journée,,day,Leçon_2B,Espaces;Unité_2;Leçon_2B;À la fac;Expressions de temps;noun
une jupe,,skirt,Leçon_6B,Espaces;Unité_6;Leçon_6B;Les fêtes;Les vêtements;noun
une laitue,,lettuce,Leçon_9A,Espaces;Unité_9;Leçon_9A;La nourriture;Les légumes;noun
une lampe,,lamp,Leçon_8A,Espaces;Unité_8;Leçon_8A;Chez nous;Chez soi;noun
une laverie,,laundromat,Leçon_12A,Espaces;Unité_12;Leçon_12A;En ville;En ville;noun
une lettre de motivation,,letter of application,Leçon_13A,Espaces;Unité_13;Leçon_13A;L'avenir et les métiers;La recherche d’emploi;noun
une lettre de recommandation,,letter of reference/recommendation,Leçon_13A,Espaces;Unité_13;Leçon_13A;L'avenir et les métiers;Qualifications;noun
une librairie,,bookstore,Leçon_1A,Espaces;Unité_1;Leçon_1A;Salut!;Le campus;noun
une limonade,,lemonade,Leçon_4B,Espaces;Unité_4;Leçon_4B;Au café;À table;noun
une loi,,law,Leçon_14A,Espaces;Unité_14;Leçon_14A;L'espace vert;Les lois et les règlements;noun
une mairie,,town/city hall; mayor’s office,Leçon_12A,Espaces;Unité_12;Leçon_12A;En ville;En ville;noun
une maison,,house,Leçon_4A,Espaces;Unité_4;Leçon_4A;Au café;Dans la ville;noun
une mécanicienne,,mechanic (f.),Leçon_11B,Espaces;Unité_11;Leçon_11B;La technologie;La voiture;noun
une mention,,distinction,Leçon_13A,Espaces;Unité_13;Leçon_13A;L'avenir et les métiers;Qualifications;noun
une mère,,mother,Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;La famille;noun
une montagne,,mountain,Leçon_4A,Espaces;Unité_4;Leçon_4A;Au café;Dans la ville;noun
une montre ,,watch,Leçon_1B,Espaces;Unité_1;Leçon_1B;Salut!;Le campus;noun
une musicienne,,musician (f.),Leçon_3B,Espaces;Unité_3;Leçon_3B;La famille et les copains;Professions et occupations;noun
une nappe,,tablecloth,Leçon_9B,Espaces;Unité_9;Leçon_9B;La nourriture;À table!;noun
une nièce, ,niece,Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;La famille;noun
une note,,grade,Leçon_2A,Espaces;Unité_2;Leçon_2A;À la fac;L'université;noun
une nuit,,a night,Leçon_2B,Espaces;Unité_2;Leçon_2B;À la fac;Expressions de temps;noun
une œuvre,,"artwork, piece of art",Leçon_15B,Espaces;Unité_15;Leçon_15B;Les arts;noun
une orange,,orange,Leçon_9A,Espaces;Unité_9;Leçon_9A;La nourriture;Les fruits;noun
une ordonnance,,prescription,Leçon_10B,Espaces;Unité_10;Leçon_10B;La santé;noun
une oreille,,ear,Leçon_10A,Espaces;Unité_10;Leçon_10A;La santé;Le corps;noun
une ouvrière,,"worker, laborer (f.)",Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Les métiers;noun
une page d’accueil,,homepage,Leçon_11A,Espaces;Unité_11;Leçon_11A;La technologie;L'ordinateur;noun
une pantoufle,,slipper,Leçon_10A,Espaces;Unité_10;Leçon_10A;La santé;Dans la salle de bains;noun
une papeterie,,stationery store,Leçon_12A,Espaces;Unité_12;Leçon_12A;En ville;En ville;noun
une passagère,,passenger (f.),Leçon_7B,Espaces;Unité_7;Leçon_7B;En vacances;Faire une réservation;noun
une patiente,,patient (f.),Leçon_10B,Espaces;Unité_10;Leçon_10B;La santé;noun
une pâtisserie,,"pastry shop, bakery; pastry",Leçon_9B,Espaces;Unité_9;Leçon_9B;La nourriture;Les achats;noun
une patronne,,manager; boss (f.),Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Au travail;noun
une pêche,,peach,Leçon_9A,Espaces;Unité_9;Leçon_9A;La nourriture;Les fruits;noun
une peinture,,painting,Leçon_15B,Espaces;Unité_15;Leçon_15B;Les arts;noun
une personne,,person,Leçon_1A,Espaces;Unité_1;Leçon_1A;Salut!;Les personnes;noun
une petite amie,,girlfriend,Leçon_1A,Espaces;Unité_1;Leçon_1A;Salut!;Les personnes;noun
une petite-fille,,granddaughter,Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;La famille;noun
une pharmacienne,,pharmacist (f.),Leçon_10B,Espaces;Unité_10;Leçon_10B;La santé;noun
une pièce,,room,Leçon_8A,Espaces;Unité_8;Leçon_8A;Chez nous;Les parties d'une maison;noun
une pièce de théâtre,,play,Leçon_15A,Espaces;Unité_15;Leçon_15A;Les arts;Aller au spectacle;noun
une pierre,,stone,Leçon_14B,Espaces;Unité_14;Leçon_14B;L'espace vert;La nature;noun
une pilule ,,pill,Leçon_10B,Espaces;Unité_10;Leçon_10B;La santé;noun
une piscine,,pool,Leçon_4A,Espaces;Unité_4;Leçon_4A;Au café;Dans la ville;noun
une place,,square; place; seat,Leçon_4A; Leçon_15A,Espaces;Unité_4;Leçon_4A;Au café;Dans la ville;noun;Unité_15;Leçon_15A;Les arts;Aller au spectacle
une plage,,beach,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Les vacances;noun
une plante,,plant,Leçon_14B,Espaces;Unité_14;Leçon_14B;L'espace vert;La nature;noun
une poétesse,,poet (f.),Leçon_15B,Espaces;Unité_15;Leçon_15B;Les arts;Les artistes;noun
une poire,,pear,Leçon_9A,Espaces;Unité_9;Leçon_9A;La nourriture;Les fruits;noun
une poissonnerie,,fish shop,Leçon_9B,Espaces;Unité_9;Leçon_9B;La nourriture;Les achats;noun
une policière,,police officer (f.),Leçon_11B,Espaces;Unité_11;Leçon_11B;La technologie;La voiture;noun
une pomme,,apple,Leçon_9A,Espaces;Unité_9;Leçon_9A;La nourriture;Les fruits;noun
une pomme de terre,,potato,Leçon_9A,Espaces;Unité_9;Leçon_9A;La nourriture;Les légumes;noun
une population croissante,,growing population,Leçon_14A,Espaces;Unité_14;Leçon_14A;L'espace vert;L’écologie;phrase
une porte ,,door,Leçon_1B,Espaces;Unité_1;Leçon_1B;Salut!;Le campus;noun
une portière,,car door,Leçon_11B,Espaces;Unité_11;Leçon_11B;La technologie;La voiture;noun
une profession,,profession,Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Au travail;noun
une profession exigeante,,demanding profession,Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Au travail;noun
une promotion,,promotion,Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Au travail;noun
une propriétaire,,owner (f.),Leçon_8A,Espaces;Unité_8;Leçon_8A;Chez nous;Chez soi;noun
une psychologue,,psychologist (f.),Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Les métiers;noun
une pub ,,advertisement,Leçon_15B,Espaces;Unité_15;Leçon_15B;Les arts;Le cinéma et la télévision;noun
une publicité,,advertisement,Leçon_15B,Espaces;Unité_15;Leçon_15B;Les arts;Le cinéma et la télévision;noun
une réalisatrice,,director (of a movie) (f.),Leçon_15A,Espaces;Unité_15;Leçon_15A;Les arts;Les artistes;noun
une référence,,reference,Leçon_13A,Espaces;Unité_13;Leçon_13A;L'avenir et les métiers;Qualifications;noun
une région,,region,Leçon_14B,Espaces;Unité_14;Leçon_14B;L'espace vert;La nature;noun
une réservation,,a reservation,Leçon_7B,Espaces;Unité_7;Leçon_7B;En vacances;Faire une réservation;noun
une résidence universitaire,,dorm,Leçon_8A,Espaces;Unité_8;Leçon_8A;Chez nous;Chez soi;noun
une ressource naturelle,,natural resource,Leçon_14B,Espaces;Unité_14;Leçon_14B;L'espace vert;La nature;noun
une retraitée,,retired person (f.),Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Au travail;noun
une réunion,,meeting,Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Au travail;noun
une réussite,,success,Leçon_13B,Espaces;Unité_13;Leçon_13B;L'avenir et les métiers;Au travail;noun
une rivière,,river,Leçon_14B,Espaces;Unité_14;Leçon_14B;L'espace vert;La nature;noun
une robe,,dress,Leçon_6B,Espaces;Unité_6;Leçon_6B;Les fêtes;Les vêtements;noun
une roue,,wheel,Leçon_11B,Espaces;Unité_11;Leçon_11B;La technologie;La voiture;noun
une roue de secours,,spare tire,Leçon_11B,Espaces;Unité_11;Leçon_11B;La technologie;La voiture;noun
une rue,,street,Leçon_11B; Leçon_12B,Espaces;Unité_11;Leçon_11B;La technologie;La voiture;noun;Unité_12;Leçon_12B;En ville;Retrouver son chemin
une saison,,season,Leçon_5B,"Espaces;Unité_5;Leçon_5B;Les loisirs;Les saisons, les mois, les dates;noun"
une salade,,salad,Leçon_9A,Espaces;Unité_9;Leçon_9A;La nourriture;Les légumes;noun
une salle à manger,,dining room,Leçon_8A,Espaces;Unité_8;Leçon_8A;Chez nous;Les parties d'une maison;noun
une salle de bains,,bathroom,Leçon_8A,Espaces;Unité_8;Leçon_8A;Chez nous;Les parties d'une maison;noun
une salle de classe,,classroom,Leçon_1B,Espaces;Unité_1;Leçon_1B;Salut!;Le campus;noun
une salle de séjour,,living/family room,Leçon_8A,Espaces;Unité_8;Leçon_8A;Chez nous;Les parties d'une maison;noun
une saucisse,,sausage,Leçon_9A,Espaces;Unité_9;Leçon_9A;La nourriture;Les viandes et les poissons;noun
une sculpture,,sculpture,Leçon_15B,Espaces;Unité_15;Leçon_15B;Les arts;noun
une séance,,show; screening,Leçon_15A,Espaces;Unité_15;Leçon_15A;Les arts;Aller au spectacle;noun
une semaine,,a week,Leçon_2B,Espaces;Unité_2;Leçon_2B;À la fac;Expressions de temps;noun
une serveuse,,server (f.),Leçon_4B,Espaces;Unité_4;Leçon_4B;Au café;noun
une serviette,,napkin; towel,Leçon_9B; Leçon_10A,Espaces;Unité_9;Leçon_9B;La nourriture;À table!;noun;Unité_10;Leçon_10A;La santé;Dans la salle de bains
une serviette de bain,,bath towel,Leçon_10A,Espaces;Unité_10;Leçon_10A;La santé;Dans la salle de bains;noun
une sœur,,sister,Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;La famille;noun
une soirée,,evening,Leçon_2B,Espaces;Unité_2;Leçon_2B;À la fac;Expressions de temps;noun
une sorte,,"sort, kind",Leçon_15A,Espaces;Unité_15;Leçon_15A;Les arts;Aller au spectacle;adverb
une sortie,,exit,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Partir en voyage;noun
une soupe,,soup,Leçon_4B,Espaces;Unité_4;Leçon_4B;Au café;À table;noun
une souris,,mouse,Leçon_11A,Espaces;Unité_11;Leçon_11A;La technologie;L'ordinateur;noun
une spécialiste,,specialist (f.),Leçon_13A,Espaces;Unité_13;Leçon_13A;L'avenir et les métiers;Qualifications;noun
une spectatrice,,spectator (f.),Leçon_15A,Espaces;Unité_15;Leçon_15A;Les arts;Aller au spectacle;noun
une station,,station,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Partir en voyage;noun
une station de métro,,subway station,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Partir en voyage;noun
une station de ski,,ski resort,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Partir en voyage;noun
une station-service,,service station,Leçon_11B,Espaces;Unité_11;Leçon_11B;La technologie;La voiture;noun
une statue,,statue,Leçon_12B,Espaces;Unité_12;Leçon_12B;En ville;Retrouver son chemin;noun
une surprise,,surprise,Leçon_6A,Espaces;Unité_6;Leçon_6A;Les fêtes;noun
une table ,,table,Leçon_1A,Espaces;Unité_1;Leçon_1A;Salut!;Le campus;noun
une tablette,,tablet computer,Leçon_11A,Espaces;Unité_11;Leçon_11A;La technologie;L’électronique;noun
une tablette tactile,,tablet computer,Leçon_11A,Espaces;Unité_11;Leçon_11A;La technologie;L’électronique;noun
une tâche ménagère,,household chore,Leçon_8B,Espaces;Unité_8;Leçon_8B;Chez nous;Les tâches ménagères;phrase
